jiscode	citynamejp	citynameen	regionalname	islandname	islandkana	islandnameen	lat	long	area	coast	h27pop	h22pop	law	desinatedname	manned	delegate
47358	沖縄県島尻郡北大東村	Kitadaito, Okinawa	大東諸島	北大東島	きただいとうじま	Kitadaitojima	25.94452	131.3080144	11.91	20.5	629	665	沖縄振興特別措置法	中南部圏域	1	1
47359	沖縄県島尻郡伊平屋村	Iheya, Okinawa		伊平屋島	いへやじま	Iheyajima	27.04494014	127.9771735	20.66	39.2	1144	1260	沖縄振興特別措置法	北部圏域	1	1
47359	沖縄県島尻郡伊平屋村	Iheya, Okinawa		野甫島	のほじま	Nohojima	26.9957132	127.9222168	1.08	7.4	94	125	沖縄振興特別措置法	北部圏域	1	1
47360	沖縄県島尻郡伊是名村	Izena, Okinawa		具志川島	ぐしかわじま	Gushikawajima	26.97608389	127.9504232	0.47			0	沖縄振興特別措置法	北部圏域	0	1
47360	沖縄県島尻郡伊是名村	Izena, Okinawa		伊是名島	いぜなじま	Izenajima	26.93317486	127.9345818	14.13	34.4	1517	1589	沖縄振興特別措置法	北部圏域	1	1
47360	沖縄県島尻郡伊是名村	Izena, Okinawa		屋那覇島	やなはじま	Yanahajima	26.89704229	127.9257085	0.74	5.3		0	沖縄振興特別措置法	北部圏域	0	1
47361	沖縄県島尻郡久米島町	Kumejima, Okinawa		硫黄鳥島	いおうとりしま	Iotorishima	27.8729007	128.2269706	2.5	7.3		0	沖縄振興特別措置法	中南部圏域	0	1
47361	沖縄県島尻郡久米島町	Kumejima, Okinawa		久米島	くめじま	Kumejima	26.34114112	126.7669704	59.53	66.6	7733	8489	沖縄振興特別措置法	中南部圏域	1	1
47361	沖縄県島尻郡久米島町	Kumejima, Okinawa		オーハ島	おーはじま	Ohajima	26.34015473	126.8398246	0.37	2.7	0	6	沖縄振興特別措置法	中南部圏域	1	1
47361	沖縄県島尻郡久米島町	Kumejima, Okinawa		奥武島	おうしま	Oshima	26.33896583	126.8275526	0.63	1.5	22	24	沖縄振興特別措置法	中南部圏域	1	1
47375	沖縄県宮古郡多良間村	Tarama, Okinawa	宮古諸島	水納島	みんなしま	Min'nashima	24.75319125	124.6945835	2.16	7.4	5	4	沖縄振興特別措置法	宮古圏域	1	1
47375	沖縄県宮古郡多良間村	Tarama, Okinawa	宮古諸島	多良間島	たらましま	Taramashima	24.6575114	124.6996261	19.81	20.9	1189	1227	沖縄振興特別措置法	宮古圏域	1	1
47381	沖縄県八重山郡竹富町	Taketomi, Okinawa	八重山諸島	鳩間島	はとまじま	Hatomajima	24.47226667	123.8200481	0.96	4.5	46	43	沖縄振興特別措置法	八重山圏域	1	1
47381	沖縄県八重山郡竹富町	Taketomi, Okinawa	八重山諸島	外離島	そとばなりじま	Sotobanarijima	24.37264514	123.7199444	1.32	5.3	0	1	沖縄振興特別措置法	八重山圏域	0	1
47381	沖縄県八重山郡竹富町	Taketomi, Okinawa	八重山諸島	加屋真島	かやまじま	Kayamajima	24.3635525	124.0000346	0.39	3	0	0	沖縄振興特別措置法	八重山圏域	1	1
47381	沖縄県八重山郡竹富町	Taketomi, Okinawa	八重山諸島	内離島	うちばなりじま	Uchibanarijima	24.35567181	123.7342976	2.1			0	沖縄振興特別措置法	八重山圏域	0	1
47381	沖縄県八重山郡竹富町	Taketomi, Okinawa	八重山諸島	西表島	いりおもてじま	Iriomotejima	24.34639264	123.8011544	289.62	174.5	2314	2218	沖縄振興特別措置法	八重山圏域	1	1
47381	沖縄県八重山郡竹富町	Taketomi, Okinawa	八重山諸島	由布島	ゆぶじま	Yubujima	24.34354508	123.9337136	0.15	2.3	0	0	沖縄振興特別措置法	八重山圏域	1	1
47381	沖縄県八重山郡竹富町	Taketomi, Okinawa	八重山諸島	小浜島	こはまじま	Kohamajima	24.33912792	123.9776232	7.86	21	631	585	沖縄振興特別措置法	八重山圏域	1	1
47381	沖縄県八重山郡竹富町	Taketomi, Okinawa	八重山諸島	竹富島	たけとみじま	Taketomijima	24.32613056	124.0889524	5.43	12.1	348	303	沖縄振興特別措置法	八重山圏域	1	1
47381	沖縄県八重山郡竹富町	Taketomi, Okinawa	八重山諸島	黒島	くろしま	Kuroshima	24.23728945	124.0106165	10.02	14.1	156	194	沖縄振興特別措置法	八重山圏域	1	1
47381	沖縄県八重山郡竹富町	Taketomi, Okinawa	八重山諸島	新城島（上地）	あらぐすくじま（かみじ）	Aragusukujima (Kamiji)	24.23387611	123.9453438	1.76	7	10	4	沖縄振興特別措置法	八重山圏域	1	1
47381	沖縄県八重山郡竹富町	Taketomi, Okinawa	八重山諸島	新城島（下地）	あらぐすくじま（しもじ）	Aragusukujima (Shimoji)	24.21537917	123.9287594	1.57	5	0	12	沖縄振興特別措置法	八重山圏域	1	1
47381	沖縄県八重山郡竹富町	Taketomi, Okinawa	八重山諸島	波照間島	はてるまじま	Haterumajima	24.05869389	123.7817229	12.73	17.8	493	499	沖縄振興特別措置法	八重山圏域	1	1
47382	沖縄県八重山郡与那国町	Yonaguni, Okinawa	八重山諸島	与那国島	よなぐにじま	Yonagunijima	24.4556445	122.988717	28.82	40.3	1843	1657	沖縄振興特別措置法	八重山圏域	1	1
